59,"67",,"Jastrzębie Zdrój","Polska","68-021","Ulica nr66","Firma nr59","1234000590","1032413402",59
60,"65",,"Grudziądz","Polska","54-377","Ulica nr66","Firma nr60","1234000600","653111046",60
61,"76",,"Białystok","Polska","58-608","Ulica nr1","Firma nr61","1234000610","669185256",61
62,"14",,"Elbłąg","Polska","45-674","Ulica nr27","Firma nr62","1234000620","375653314",62
63,"100",,"Chorzów","Polska","66-271","Ulica nr43","Firma nr63","1234000630","290398563",63
64,"36",,"Koszalin","Polska","56-593","Ulica nr36","Firma nr64","1234000640","928802971",64
65,"89",,"Lublin","Polska","11-198","Ulica nr59","Firma nr65","1234000650","868170623",65
66,"44",,"Częstochowa","Polska","16-511","Ulica nr48","Firma nr66","1234000660","727887635",66
67,"60",,"Zarze","Polska","68-139","Ulica nr10","Firma nr67","1234000670","351308573",67
68,"14",,"Koszalin","Polska","26-495","Ulica nr47","Firma nr68","1234000680","291307249",68
69,"14",,"Jaworzno","Polska","96-147","Ulica nr2","Firma nr69","1234000690","697374017",69
70,"40",,"Rybnik","Polska","09-999","Ulica nr5","Firma nr70","1234000700","516689668",70
71,"87",,"Kraków","Polska","90-691","Ulica nr28","Firma nr71","1234000710","132316331",71
72,"62",,"Gorzów Wlp","Polska","91-026","Ulica nr60","Firma nr72","1234000720","690148622",72
73,"25",,"Chorzów","Polska","26-335","Ulica nr68","Firma nr73","1234000730","308827269",73
74,"99",,"Chorzów","Polska","21-803","Ulica nr25","Firma nr74","1234000740","330904772",74
75,"22",,"Toruń","Polska","33-209","Ulica nr20","Firma nr75","1234000750","651800898",75
76,"95",,"Gdynia","Polska","33-155","Ulica nr29","Firma nr76","1234000760","801224698",76
77,"74",,"Gliwice","Polska","04-951","Ulica nr85","Firma nr77","1234000770","371392912",77
78,"21",,"Poznań","Polska","14-179","Ulica nr34","Firma nr78","1234000780","775601125",78
79,"51",,"Bielsko-Biała","Polska","58-048","Ulica nr18","Firma nr79","1234000790","1038321815",79
80,"61",,"Piotrków Trybunalski","Polska","87-281","Ulica nr60","Firma nr80","1234000800","829373962",80
81,"44",,"Rybnik","Polska","37-578","Ulica nr65","Firma nr81","1234000810","789506460",81
82,"98",,"Bytom","Polska","39-841","Ulica nr43","Firma nr82","1234000820","728488552",82
83,"17",,"Warszawa","Polska","68-159","Ulica nr79","Firma nr83","1234000830","927679503",83
84,"44",,"Wrocław","Polska","91-949","Ulica nr47","Firma nr84","1234000840","644767684",84
85,"8",,"Wałbrzych","Polska","77-112","Ulica nr64","Firma nr85","1234000850","147850432",85
86,"45",,"Gliwice","Polska","38-144","Ulica nr32","Firma nr86","1234000860","901732594",86
87,"83",,"Kraków","Polska","67-319","Ulica nr27","Firma nr87","1234000870","1054192676",87
88,"12",,"Płock","Polska","77-165","Ulica nr12","Firma nr88","1234000880","188693636",88
89,"86",,"Konin","Polska","89-343","Ulica nr44","Firma nr89","1234000890","475529559",89
90,"2",,"Legnica","Polska","30-102","Ulica nr37","Firma nr90","1234000900","732598847",90
91,"96",,"Łódź","Polska","66-873","Ulica nr71","Firma nr91","1234000910","319709676",91
92,"23",,"Radom","Polska","30-020","Ulica nr64","Firma nr92","1234000920","349057731",92
93,"47",,"Wałbrzych","Polska","88-527","Ulica nr41","Firma nr93","1234000930","302848949",93
94,"11",,"Jelenia Góra","Polska","72-455","Ulica nr47","Firma nr94","1234000940","454358528",94
95,"19",,"Konin","Polska","26-018","Ulica nr91","Firma nr95","1234000950","210219089",95
96,"13",,"Poznań","Polska","73-054","Ulica nr99","Firma nr96","1234000960","384459349",96
97,"30",,"Jelenia Góra","Polska","74-752","Ulica nr94","Firma nr97","1234000970","148824407",97
98,"91",,"Ruda Śląska","Polska","99-712","Ulica nr26","Firma nr98","1234000980","457168205",98
99,"83",,"Częstochowa","Polska","00-417","Ulica nr9","Firma nr99","1234000990","154857254",99
100,"52",,"Rzeszów","Polska","18-490","Ulica nr53","Firma nr100","1234001000","367684607",100

